what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1381250221346
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1381250221346
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1381250221346
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1381250221346
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1381250221346
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1381250221346
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1381250221346
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1381250221346
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1381250221346
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1381250221347
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1381250221347
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1381250221347
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1381250221347
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1381250221347
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1381250221347
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1381250221347
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1381250221347
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1381250221347
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1381250221347
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1381250221347
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1381250221347
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1381250221347
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1381250221347
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1381250221347
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1381250221347
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1381250221347
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1381250221347
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1381250221347
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1381250221348
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1381250221348
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1381250221348
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1381250221348
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1381250221348
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1381250221348
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1381250221348
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1381250221348
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1381250221348
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1381250221348
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1381250221348
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1381250221348
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1381250221348
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1381250221348
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1381250221348
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1381250221348
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1381250221348
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1381250221348
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1381250221348
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1381250221348
started,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1381250221348
os,sysinfo,,,"macosx",1381250221350
arch,sysinfo,,,"x86",1381250221350
ws,sysinfo,,,"cocoa",1381250221350
locale,sysinfo,,,"en_US",1381250221350
processors,sysinfo,,,"4",1381250221351
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1381250221351
java.runtime.version,sysinfo,,,"1.6.0_51-b11-457-11M4509",1381250221351
java.specification.name,sysinfo,,,"Java Platform API Specification",1381250221351
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381250221351
java.specification.version,sysinfo,,,"1.6",1381250221351
java.vendor,sysinfo,,,"Apple Inc.",1381250221351
java.version,sysinfo,,,"1.6.0_51",1381250221351
java.vm.info,sysinfo,,,"mixed mode",1381250221351
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1381250221351
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1381250221351
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1381250221351
java.vm.specification.version,sysinfo,,,"1.0",1381250221351
java.vm.vendor,sysinfo,,,"Apple Inc.",1381250221351
java.vm.version,sysinfo,,,"20.51-b01-457",1381250221351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250228128
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250232558
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250248569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250749095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250750987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250758099
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1381250794610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250794729
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1381250801879
started,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1381250801888
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1381250801896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250810273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250811116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250816087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381250817615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381251226061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381251228497
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381251228603
executed,command,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.addTaskRepository",1381251228638
error,log,,,"Unhandled event loop exception",1381251228654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381251332933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258871536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258888849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258942652
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1381258942880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258942985
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258955960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258959837
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258960268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258964824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258968562
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1381258968602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258981289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258981647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258995941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259002808
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1381259003231
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1381259003807
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1381259004017
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1381259004145
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259004228
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259004357
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1381259004383
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1381259004615
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1381259006205
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1381259006211
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259016824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259016902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259019381
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259021453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259021495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259028683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259041354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259165210
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1381259171603
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259171603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259184408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259202478
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259205304
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1381259210477
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1381259210586
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1381259210650
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259210685
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259218085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259218123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259218417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259222365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259229325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259235734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259235764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259236038
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259240289
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259251339
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1381259251969
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259252637
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259287433
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381260013329
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381260013398
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260278811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381340906444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381340909887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381344006959
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381344009871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381411471200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381411473916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381411676505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381411678332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381413574276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381413578266
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381416712798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381416714728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381423265536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381423267741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381423854814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381423855989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381423856730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381423864692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381424183928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381424185823
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381424216771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381424217845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381425790380
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381425792454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381425983130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381425984828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381425990114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381425993583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381426033955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381426035831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381431391814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381431410749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381431417303
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381431419220
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381431420849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381493925613
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381493926739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591822897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591824900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591849153
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591855587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591872984
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381591873076
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591876567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591879961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1381591879999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591881006
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381591919855
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591919991
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381591920033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591940918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591941725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591941846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591941893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591949479
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591950207
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381591960624
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381591965007
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381591965088
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381591965088
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381591976688
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381591976737
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1381591990797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381592171129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381592180793
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381592413027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381629210760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381629212023
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381657188181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381657188309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381657188570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381657193081
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381657193347
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381657193591
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381657193660
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1381657194229
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1381657194391
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1381657194392
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1381657194392
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1381657194400
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1381657194405
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1381657194405
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1381657194405
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1381657194405
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1381657194409
stopped,bundle,edu.stanford.cs106,1.0.0,"edu.stanford.cs106",1381657194410
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1381657194418
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1381657194419
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1381657194419
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1381657194419
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1381657194419
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1381657194419
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1381657194428
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1381657194428
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1381657194428
